StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q12,Q62,Q64,Q66,RatingBlock_DO
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,"I consent to the use of my responses in a summarized for form in research reports, presentations, and/or publications.",Please rate this passage on a scale of very liberal to very conservative.,Was this text AI-generated or human-generated?,How confident are you in your answer to the previous question on a scale of very confident to very unconfident?,Rating Block - Display Order
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID12""}","{""ImportId"":""QID62""}","{""ImportId"":""QID64""}","{""ImportId"":""QID66""}","{""ImportId"":""BL_23QdcfHiveEwWcC_DO""}"
12/12/2024 16:04,12/12/2024 16:04,IP Address,190.95.47.74,100,44,TRUE,12/12/2024 16:04,R_3Ebx78FAMzq6Z8q,,,,,-36.8335,-73.0487,anonymous,EN,I Agree,Very conservative,AI-generated,Somewhat confident,Q15|Q50|Q62
12/12/2024 16:03,12/12/2024 16:04,IP Address,194.210.240.248,100,60,TRUE,12/12/2024 16:04,R_2hbbk1HS4dLvksx,,,,,39.4703,-8.4504,anonymous,EN,I Agree,Very liberal,AI-generated,Neutral,Q15|Q29|Q62
12/12/2024 16:04,12/12/2024 16:04,IP Address,185.92.96.97,100,23,TRUE,12/12/2024 16:04,R_8tAo4NSJGKgP9xj,,,,,38.731,-9.1373,anonymous,EN,I Agree,Liberal,AI-generated,Somewhat confident,Q15|Q19|Q62
12/12/2024 16:04,12/12/2024 16:05,IP Address,80.102.138.232,100,34,TRUE,12/12/2024 16:05,R_2hxFleehlatdRo5,,,,,39.2796,-0.4296,anonymous,EN,I Agree,Conservative,AI-generated,Very confident,Q15|Q32|Q62
12/12/2024 16:03,12/12/2024 16:05,IP Address,84.225.148.41,100,80,TRUE,12/12/2024 16:05,R_2LjJFUdDXal5ysq,,,,,47.5636,19.0947,anonymous,EN,I Agree,Very liberal,AI-generated,Neutral,Q15|Q34|Q62
12/12/2024 16:04,12/12/2024 16:05,IP Address,41.198.155.178,100,33,TRUE,12/12/2024 16:05,R_8LZk9SWVTtJUIG5,,,,,-26.2309,28.0583,anonymous,EN,I Agree,Liberal,Human-generated,Somewhat unconfident,Q15|Q47|Q62
12/12/2024 16:04,12/12/2024 16:05,IP Address,191.113.255.156,100,50,TRUE,12/12/2024 16:05,R_58P9HVt46DOFjED,,,,,-33.4521,-70.6536,anonymous,EN,I Agree,Liberal,Human-generated,Somewhat unconfident,Q15|Q20|Q62
12/12/2024 16:04,12/12/2024 16:05,IP Address,89.114.76.175,100,61,TRUE,12/12/2024 16:05,R_2f8MwjyXPBdvUsE,,,,,41.5515,-8.4204,anonymous,EN,I Agree,Liberal,AI-generated,Somewhat confident,Q15|Q59|Q62
12/12/2024 16:04,12/12/2024 16:05,IP Address,93.226.245.87,100,41,TRUE,12/12/2024 16:05,R_8ANLvnYKu25GQwt,,,,,51.7308,14.6016,anonymous,EN,I Agree,Very conservative,AI-generated,Somewhat confident,Q15|Q27|Q62
12/12/2024 16:04,12/12/2024 16:05,IP Address,94.227.67.179,100,51,TRUE,12/12/2024 16:05,R_2rjXtw58SEXQxLc,,,,,51.024,4.4834,anonymous,EN,I Agree,Conservative,Human-generated,Somewhat unconfident,Q15|Q46|Q62
12/12/2024 16:04,12/12/2024 16:05,IP Address,95.205.67.50,100,46,TRUE,12/12/2024 16:05,R_2Mtm9YzSimOZ6et,,,,,59.2035,17.8808,anonymous,EN,I Agree,Very liberal,AI-generated,Neutral,Q15|Q35|Q62
12/12/2024 16:04,12/12/2024 16:05,IP Address,89.101.22.92,100,49,TRUE,12/12/2024 16:05,R_2Fq5HWlpDMQ1g3v,,,,,53.3499,-6.3568,anonymous,EN,I Agree,Liberal,AI-generated,Somewhat confident,Q15|Q32|Q62
12/12/2024 16:04,12/12/2024 16:05,IP Address,80.180.151.161,100,49,TRUE,12/12/2024 16:05,R_81gCXR9lfjoCJhc,,,,,40.7421,14.6661,anonymous,EN,I Agree,Very conservative,Human-generated,Somewhat unconfident,Q15|Q34|Q62
12/12/2024 16:04,12/12/2024 16:05,IP Address,177.228.68.179,100,72,TRUE,12/12/2024 16:05,R_50fCSXSwqgiduRb,,,,,29.1208,-110.838,anonymous,EN,I Agree,Neutral,AI-generated,Neutral,Q15|Q29|Q62
12/12/2024 16:04,12/12/2024 16:05,IP Address,41.193.244.34,100,75,TRUE,12/12/2024 16:05,R_2YucFevyAelVxOF,,,,,-29.9056,30.9405,anonymous,EN,I Agree,Conservative,Human-generated,Somewhat unconfident,Q15|Q20|Q62
12/12/2024 16:04,12/12/2024 16:05,IP Address,197.93.102.254,100,53,TRUE,12/12/2024 16:05,R_8pnZpTId7byiGo5,,,,,-29.9056,30.9405,anonymous,EN,I Agree,Liberal,AI-generated,Somewhat confident,Q15|Q60|Q62
12/12/2024 16:03,12/12/2024 16:05,IP Address,41.150.48.11,100,83,TRUE,12/12/2024 16:05,R_2imx1C4Xy1D0EXT,,,,,-25.7599,28.2604,anonymous,EN,I Agree,Liberal,AI-generated,Somewhat confident,Q15|Q27|Q62
12/12/2024 16:03,12/12/2024 16:05,IP Address,93.66.99.209,100,88,TRUE,12/12/2024 16:05,R_2tmay2o3Jor4YXx,,,,,45.4722,9.1922,anonymous,EN,I Agree,Liberal,AI-generated,Somewhat unconfident,Q15|Q18|Q62
12/12/2024 16:04,12/12/2024 16:05,IP Address,148.71.196.193,100,71,TRUE,12/12/2024 16:05,R_8fkt5nEdYldbkVr,,,,,41.177,-8.5612,anonymous,EN,I Agree,Very conservative,Human-generated,Very unconfident,Q15|Q49|Q62
12/12/2024 16:04,12/12/2024 16:05,IP Address,188.82.74.105,100,77,TRUE,12/12/2024 16:05,R_2kidPuWyBtQyrt6,,,,,41.3012,-7.742,anonymous,EN,I Agree,Liberal,Human-generated,Very confident,Q15|Q20|Q62
12/12/2024 16:04,12/12/2024 16:05,IP Address,86.33.94.174,100,59,TRUE,12/12/2024 16:05,R_87iuJ9XxfyFX0o9,,,,,45.8293,15.9793,anonymous,EN,I Agree,Liberal,Human-generated,Neutral,Q15|Q18|Q62
12/12/2024 16:04,12/12/2024 16:05,IP Address,82.30.174.39,100,55,TRUE,12/12/2024 16:05,R_2DdcFswJ8HTRi3k,,,,,54.5396,-5.975,anonymous,EN,I Agree,Liberal,AI-generated,Somewhat unconfident,Q15|Q46|Q62
12/12/2024 16:04,12/12/2024 16:05,IP Address,41.121.42.220,100,52,TRUE,12/12/2024 16:05,R_8kLYkO0qaiqimIp,,,,,-25.7599,28.2604,anonymous,EN,I Agree,Conservative,Human-generated,Somewhat confident,Q15|Q20|Q62
12/12/2024 16:04,12/12/2024 16:05,IP Address,190.101.161.118,100,75,TRUE,12/12/2024 16:05,R_6nfmfCZfHb5Y1AI,,,,,-33.4521,-70.6536,anonymous,EN,I Agree,Neutral,Human-generated,Somewhat unconfident,Q15|Q46|Q62
12/12/2024 16:04,12/12/2024 16:05,IP Address,98.250.58.69,100,85,TRUE,12/12/2024 16:05,R_3LOmsdNtLP8fGJs,,,,,42.6584,-83.2364,anonymous,EN,I Agree,Neutral,Human-generated,Somewhat unconfident,Q15|Q39|Q62
12/12/2024 16:04,12/12/2024 16:05,IP Address,82.39.165.47,100,60,TRUE,12/12/2024 16:05,R_2GCcqxtKREME4jq,,,,,51.5323,0.7101,anonymous,EN,I Agree,Very conservative,Human-generated,Somewhat unconfident,Q15|Q25|Q62
12/12/2024 16:03,12/12/2024 16:05,IP Address,212.15.176.169,100,99,TRUE,12/12/2024 16:05,R_22YpzThfoeCRbHp,,,,,45.1653,15.5037,anonymous,EN,I Agree,Liberal,AI-generated,Somewhat confident,Q15|Q22|Q62
12/12/2024 16:04,12/12/2024 16:05,IP Address,79.168.15.101,100,78,TRUE,12/12/2024 16:05,R_8IPH9CJ37aj8Q2B,,,,,38.731,-9.1373,anonymous,EN,I Agree,Neutral,Human-generated,Somewhat unconfident,Q15|Q21|Q62
12/12/2024 16:04,12/12/2024 16:05,IP Address,31.61.250.19,100,77,TRUE,12/12/2024 16:05,R_8Xh2nlflKORbalN,,,,,52.1828,20.9846,anonymous,EN,I Agree,Neutral,AI-generated,Somewhat unconfident,Q15|Q49|Q62
12/12/2024 16:04,12/12/2024 16:05,IP Address,37.188.83.135,100,55,TRUE,12/12/2024 16:05,R_2CZxv6b94JaQfVA,,,,,47.1882,18.4089,anonymous,EN,I Agree,Conservative,AI-generated,Somewhat confident,Q15|Q52|Q62
12/12/2024 16:04,12/12/2024 16:05,IP Address,136.49.169.105,100,46,TRUE,12/12/2024 16:05,R_5HTVFyvZpqO6lsn,,,,,30.2627,-97.7467,anonymous,EN,I Agree,Neutral,AI-generated,Neutral,Q15|Q56|Q62
12/12/2024 16:03,12/12/2024 16:05,IP Address,41.150.218.18,100,116,TRUE,12/12/2024 16:05,R_85EpcEgKM4W7Gfm,,,,,-25.7599,28.2604,anonymous,EN,I Agree,Liberal,Human-generated,Somewhat confident,Q15|Q55|Q62
12/12/2024 16:04,12/12/2024 16:05,IP Address,65.93.22.141,100,102,TRUE,12/12/2024 16:05,R_5obI3XLM13FnD9f,,,,,43.4517,-80.5711,anonymous,EN,I Agree,Conservative,AI-generated,Somewhat confident,Q15|Q36|Q62
12/12/2024 16:04,12/12/2024 16:05,IP Address,41.114.66.194,100,101,TRUE,12/12/2024 16:05,R_8B2LkWw7FtZfT84,,,,,-26.2309,28.0583,anonymous,EN,I Agree,Liberal,Human-generated,Somewhat confident,Q15|Q60|Q62
12/12/2024 16:04,12/12/2024 16:05,IP Address,37.201.145.245,100,91,TRUE,12/12/2024 16:05,R_2oBBOxxu5AMnb83,,,,,51.7174,8.7411,anonymous,EN,I Agree,Conservative,AI-generated,Somewhat unconfident,Q15|Q35|Q62
12/12/2024 16:05,12/12/2024 16:05,IP Address,142.112.183.43,100,38,TRUE,12/12/2024 16:05,R_6jMnUbs1voKcFd7,,,,,42.9979,-81.2602,anonymous,EN,I Agree,Conservative,Human-generated,Somewhat confident,Q15|Q35|Q62
12/12/2024 16:03,12/12/2024 16:05,IP Address,109.203.162.109,100,116,TRUE,12/12/2024 16:05,R_2dKgOqV99jhpKUu,,,,,51.5074,-0.1196,anonymous,EN,I Agree,Very conservative,Human-generated,Somewhat confident,Q15|Q59|Q62
12/12/2024 16:04,12/12/2024 16:05,IP Address,62.83.170.187,100,85,TRUE,12/12/2024 16:05,R_2FQjuLbgjrzxp6G,,,,,41.2229,1.5309,anonymous,EN,I Agree,Conservative,AI-generated,Somewhat confident,Q15|Q35|Q62
12/12/2024 16:04,12/12/2024 16:05,IP Address,24.244.23.29,100,51,TRUE,12/12/2024 16:05,R_7tEDRDYs1mUapAp,,,,,49.2476,-123.1234,anonymous,EN,I Agree,Liberal,Human-generated,Somewhat unconfident,Q15|Q20|Q62
12/12/2024 16:04,12/12/2024 16:05,IP Address,177.244.14.49,100,66,TRUE,12/12/2024 16:05,R_39puU9ZFLrIQD5j,,,,,19.54,-96.8891,anonymous,EN,I Agree,Conservative,Human-generated,Neutral,Q15|Q43|Q62
12/12/2024 16:04,12/12/2024 16:05,IP Address,46.120.182.232,100,79,TRUE,12/12/2024 16:05,R_8UiLVOMyc8xACJz,,,,,32.1865,34.8726,anonymous,EN,I Agree,Neutral,AI-generated,Somewhat confident,Q15|Q34|Q62
12/12/2024 16:03,12/12/2024 16:05,IP Address,105.245.112.3,100,129,TRUE,12/12/2024 16:05,R_8F0JK7r42j4Wifn,,,,,-25.7599,28.2604,anonymous,EN,I Agree,Very conservative,AI-generated,Very unconfident,Q15|Q33|Q62
12/12/2024 16:04,12/12/2024 16:05,IP Address,109.81.112.186,100,70,TRUE,12/12/2024 16:05,R_2AemDoIdRB47bKp,,,,,49.1953,16.6016,anonymous,EN,I Agree,Conservative,Human-generated,Very unconfident,Q15|Q57|Q62
12/12/2024 16:04,12/12/2024 16:05,IP Address,95.93.104.200,100,113,TRUE,12/12/2024 16:05,R_8aIAkVNHSDcdoac,,,,,39.4675,-8.4645,anonymous,EN,I Agree,Conservative,Human-generated,Somewhat confident,Q15|Q56|Q62
12/12/2024 16:05,12/12/2024 16:05,IP Address,124.176.16.49,100,45,TRUE,12/12/2024 16:05,R_4QVrI4KTafS2JcY,,,,,-27.5892,153.1501,anonymous,EN,I Agree,Neutral,AI-generated,Somewhat confident,Q15|Q39|Q62
12/12/2024 16:04,12/12/2024 16:06,IP Address,187.190.189.109,100,86,TRUE,12/12/2024 16:06,R_6nM6wfaYXBo8cFj,,,,,19.373,-99.1273,anonymous,EN,I Agree,Conservative,AI-generated,Somewhat unconfident,Q15|Q37|Q62
12/12/2024 16:04,12/12/2024 16:06,IP Address,82.149.10.51,100,88,TRUE,12/12/2024 16:06,R_8zVpibld7kZmGxb,,,,,46.5554,15.6465,anonymous,EN,I Agree,Neutral,AI-generated,Somewhat confident,Q15|Q58|Q62
12/12/2024 16:05,12/12/2024 16:06,IP Address,92.72.50.168,100,48,TRUE,12/12/2024 16:06,R_8GvIVrLv6eLvH6V,,,,,48.1722,11.5534,anonymous,EN,I Agree,Liberal,Human-generated,Somewhat confident,Q15|Q38|Q62
12/12/2024 16:04,12/12/2024 16:06,IP Address,87.19.178.79,100,91,TRUE,12/12/2024 16:06,R_87ii5bOMXO2VQkh,,,,,42.353,14.1636,anonymous,EN,I Agree,Liberal,AI-generated,Somewhat confident,Q15|Q50|Q62
12/12/2024 16:05,12/12/2024 16:06,IP Address,95.93.119.11,100,69,TRUE,12/12/2024 16:06,R_2FyNZ7gQ94RO96E,,,,,38.7584,-9.2495,anonymous,EN,I Agree,Neutral,Human-generated,Somewhat unconfident,Q15|Q46|Q62
12/12/2024 16:03,12/12/2024 16:06,IP Address,102.182.185.156,100,134,TRUE,12/12/2024 16:06,R_2hWOc8lOF9khOXR,,,,,-33.91,18.4304,anonymous,EN,I Agree,Very conservative,Human-generated,Very confident,Q15|Q55|Q62
12/12/2024 16:05,12/12/2024 16:06,IP Address,129.100.141.122,100,65,TRUE,12/12/2024 16:06,R_6KW0nnuGcIiE5GZ,,,,,42.9515,-81.3386,anonymous,EN,I Agree,Very conservative,Human-generated,Very unconfident,Q15|Q57|Q62
12/12/2024 16:05,12/12/2024 16:06,IP Address,41.10.112.78,100,74,TRUE,12/12/2024 16:06,R_2zj1R8hbPCVNJKN,,,,,-29.8556,31.0449,anonymous,EN,I Agree,Conservative,Human-generated,Neutral,Q15|Q28|Q62
12/12/2024 16:05,12/12/2024 16:06,IP Address,154.20.239.28,100,76,TRUE,12/12/2024 16:06,R_52J675oth0mylKH,,,,,49.1689,-123.1442,anonymous,EN,I Agree,Very conservative,AI-generated,Somewhat confident,Q15|Q17|Q62
12/12/2024 16:05,12/12/2024 16:06,IP Address,89.154.135.38,100,72,TRUE,12/12/2024 16:06,R_20pjF0RTHnladDO,,,,,41.1384,-8.6168,anonymous,EN,I Agree,Liberal,Human-generated,Somewhat unconfident,Q15|Q61|Q62
12/12/2024 16:05,12/12/2024 16:06,IP Address,78.152.201.19,100,63,TRUE,12/12/2024 16:06,R_2nPhmDyRSocCFXJ,,,,,53.3798,-6.4136,anonymous,EN,I Agree,Neutral,Human-generated,Somewhat unconfident,Q15|Q19|Q62
12/12/2024 16:04,12/12/2024 16:06,IP Address,79.116.33.224,100,91,TRUE,12/12/2024 16:06,R_87COOzfYEcrgeyA,,,,,40.4172,-3.684,anonymous,EN,I Agree,Neutral,AI-generated,Somewhat confident,Q15|Q37|Q62
12/12/2024 16:04,12/12/2024 16:06,IP Address,41.122.205.250,100,134,TRUE,12/12/2024 16:06,R_8aBlwD8perjBC1j,,,,,-29.8556,31.0449,anonymous,EN,I Agree,Liberal,AI-generated,Very confident,Q15|Q52|Q62
12/12/2024 16:04,12/12/2024 16:06,IP Address,186.104.223.13,100,121,TRUE,12/12/2024 16:06,R_7FIAYqz4hqjF46m,,,,,-33.4521,-70.6536,anonymous,EN,I Agree,Liberal,Human-generated,Somewhat confident,Q15|Q50|Q62
12/12/2024 16:05,12/12/2024 16:06,IP Address,107.180.162.68,100,53,TRUE,12/12/2024 16:06,R_5yra33Q5WGs4Ctg,,,,,37.751,-97.822,anonymous,EN,I Agree,Liberal,Human-generated,Very confident,Q15|Q19|Q62
12/12/2024 16:05,12/12/2024 16:06,IP Address,109.231.12.60,100,65,TRUE,12/12/2024 16:06,R_2Rpv75msQInQfsC,,,,,53.1335,23.1675,anonymous,EN,I Agree,Liberal,Human-generated,Very unconfident,Q15|Q61|Q62
12/12/2024 16:04,12/12/2024 16:06,IP Address,187.224.4.54,100,91,TRUE,12/12/2024 16:06,R_3fxSgGCnkSF29d0,,,,,20.6919,-103.4572,anonymous,EN,I Agree,Very conservative,AI-generated,Somewhat confident,Q15|Q24|Q62
12/12/2024 16:04,12/12/2024 16:06,IP Address,200.108.187.137,100,110,TRUE,12/12/2024 16:06,R_7OIlfuBnU0QAAR0,,,,,22.2238,-101.1125,anonymous,EN,I Agree,Liberal,Human-generated,Somewhat unconfident,Q15|Q56|Q62
12/12/2024 16:05,12/12/2024 16:06,IP Address,83.248.228.138,100,88,TRUE,12/12/2024 16:06,R_81TtQHtE6S9ELMT,,,,,59.3287,18.0717,anonymous,EN,I Agree,Conservative,AI-generated,Very unconfident,Q15|Q56|Q62
12/12/2024 16:05,12/12/2024 16:06,IP Address,99.227.251.176,100,82,TRUE,12/12/2024 16:06,R_5uGpMh09pYNK9zj,,,,,43.767,-79.1828,anonymous,EN,I Agree,Neutral,AI-generated,Neutral,Q15|Q29|Q62
12/12/2024 16:05,12/12/2024 16:06,IP Address,74.12.129.210,100,88,TRUE,12/12/2024 16:06,R_32wOKcfWnmtYwLz,,,,,43.6536,-79.503,anonymous,EN,I Agree,Very conservative,AI-generated,Very confident,Q15|Q31|Q62
12/12/2024 16:04,12/12/2024 16:06,IP Address,92.187.48.61,100,107,TRUE,12/12/2024 16:06,R_2OMSchLvbR4owVz,,,,,42.3468,-3.6724,anonymous,EN,I Agree,Neutral,Human-generated,Somewhat unconfident,Q15|Q52|Q62
12/12/2024 16:05,12/12/2024 16:06,IP Address,165.165.110.61,100,86,TRUE,12/12/2024 16:06,R_2G6HGESGQddlDa1,,,,,-26.2309,28.0583,anonymous,EN,I Agree,Conservative,AI-generated,Somewhat confident,Q15|Q56|Q62
12/12/2024 16:05,12/12/2024 16:06,IP Address,46.189.219.72,100,81,TRUE,12/12/2024 16:06,R_2ObUJh1pBXNF0GZ,,,,,38.731,-9.1373,anonymous,EN,I Agree,Liberal,AI-generated,Somewhat confident,Q15|Q57|Q62
12/12/2024 16:05,12/12/2024 16:06,IP Address,49.47.2.247,100,93,TRUE,12/12/2024 16:06,R_4eazqLS3QGRkUdw,,,,,19.0748,72.8856,anonymous,EN,I Agree,Liberal,Human-generated,Somewhat confident,Q15|Q28|Q62
12/12/2024 16:03,12/12/2024 16:06,IP Address,41.115.95.92,100,166,TRUE,12/12/2024 16:06,R_2Vxot8F7FcjtpD3,,,,,-29.8556,31.0449,anonymous,EN,I Agree,Very conservative,Human-generated,Very confident,Q15|Q33|Q62
12/12/2024 16:05,12/12/2024 16:06,IP Address,188.26.197.126,100,80,TRUE,12/12/2024 16:06,R_2pD2LAAZmul0grT,,,,,40.3192,-3.8661,anonymous,EN,I Agree,Neutral,AI-generated,Somewhat confident,Q15|Q33|Q62
12/12/2024 16:04,12/12/2024 16:06,IP Address,41.13.20.2,100,147,TRUE,12/12/2024 16:06,R_8FJPt8ELtFB5D4C,,,,,-26.0964,27.991,anonymous,EN,I Agree,Neutral,AI-generated,Somewhat unconfident,Q15|Q35|Q62
12/12/2024 16:04,12/12/2024 16:06,IP Address,152.110.139.10,100,107,TRUE,12/12/2024 16:06,R_2ASxhko2zzkK6jb,,,,,-33.9249,18.4267,anonymous,EN,I Agree,Neutral,Human-generated,Somewhat confident,Q15|Q19|Q62
12/12/2024 16:05,12/12/2024 16:06,IP Address,149.90.236.224,100,69,TRUE,12/12/2024 16:06,R_2PZVnLEiAJZiDoI,,,,,41.1459,-8.6169,anonymous,EN,I Agree,Conservative,AI-generated,Somewhat unconfident,Q15|Q18|Q62
12/12/2024 16:04,12/12/2024 16:06,IP Address,134.147.21.215,100,150,TRUE,12/12/2024 16:06,R_2epl8UhJyJGQGqZ,,,,,51.4876,7.2224,anonymous,EN,I Agree,Conservative,Human-generated,Somewhat confident,Q15|Q16|Q62
12/12/2024 16:05,12/12/2024 16:06,IP Address,186.106.180.10,100,91,TRUE,12/12/2024 16:06,R_51mHeHcv1rLXbq5,,,,,-33.4521,-70.6536,anonymous,EN,I Agree,Liberal,Human-generated,Somewhat confident,Q15|Q35|Q62
12/12/2024 16:05,12/12/2024 16:06,IP Address,187.190.30.19,100,98,TRUE,12/12/2024 16:06,R_3b7OO383iUVHPiN,,,,,25.7641,-100.2843,anonymous,EN,I Agree,Liberal,AI-generated,Somewhat unconfident,Q15|Q34|Q62
12/12/2024 16:05,12/12/2024 16:06,IP Address,188.143.6.200,100,79,TRUE,12/12/2024 16:06,R_2rGM23Mjm3lpg7K,,,,,47.5636,19.0947,anonymous,EN,I Agree,Neutral,AI-generated,Somewhat confident,Q15|Q59|Q62
12/12/2024 16:05,12/12/2024 16:06,IP Address,213.172.134.206,100,95,TRUE,12/12/2024 16:06,R_22kWgWAxwpar25I,,,,,-32.9333,28.0167,anonymous,EN,I Agree,Conservative,AI-generated,Somewhat confident,Q15|Q35|Q62
12/12/2024 16:05,12/12/2024 16:06,IP Address,85.137.114.43,100,108,TRUE,12/12/2024 16:06,R_8NfVp6CcfmO75wN,,,,,40.4032,-3.6005,anonymous,EN,I Agree,Very conservative,Human-generated,Neutral,Q15|Q57|Q62
12/12/2024 16:05,12/12/2024 16:06,IP Address,81.203.225.177,100,90,TRUE,12/12/2024 16:06,R_2It7ZGGsbxY5gHb,,,,,40.4788,-3.6368,anonymous,EN,I Agree,Conservative,Human-generated,Somewhat unconfident,Q15|Q27|Q62
12/12/2024 16:05,12/12/2024 16:06,IP Address,94.109.207.73,100,77,TRUE,12/12/2024 16:06,R_2gK0b8VdMRoHYn7,,,,,50.8713,4.3758,anonymous,EN,I Agree,Liberal,Human-generated,Somewhat confident,Q15|Q22|Q62
12/12/2024 16:05,12/12/2024 16:06,IP Address,189.203.85.31,100,113,TRUE,12/12/2024 16:06,R_7c7a0XSVgQNk4tt,,,,,19.5366,-96.9598,anonymous,EN,I Agree,Neutral,AI-generated,Somewhat confident,Q15|Q16|Q62
12/12/2024 16:04,12/12/2024 16:06,IP Address,41.13.143.163,100,136,TRUE,12/12/2024 16:06,R_8Cp2mCqm744LvpW,,,,,-29.8556,31.0449,anonymous,EN,I Agree,Very liberal,AI-generated,Very confident,Q15|Q57|Q62
